sample_Id.short	dir_Id	cell_Id	sequence_Id	sample_Id.ori	cell_state	mouse_Id	sample_type
294M4_GFP+_171224_l7_026	294M4_GFP+_171224_l7	014	026	171224_Hiseq3B_l7_026_N702-N503_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_027	294M4_GFP+_171224_l7	013	027	171224_Hiseq3B_l7_027_N703-N503_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_028	294M4_GFP+_171224_l7	061	028	171224_Hiseq3B_l7_028_N704-N503_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_029	294M4_GFP+_171224_l7	062	029	171224_Hiseq3B_l7_029_N705-N503_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_030	294M4_GFP+_171224_l7	063	030	171224_Hiseq3B_l7_030_N706-N503_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_031	294M4_GFP+_171224_l7	018	031	171224_Hiseq3B_l7_031_N707-N503_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_032	294M4_GFP+_171224_l7	017	032	171224_Hiseq3B_l7_032_N708-N503_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_033	294M4_GFP+_171224_l7	016	033	171224_Hiseq3B_l7_033_N709-N503_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_034	294M4_GFP+_171224_l7	064	034	171224_Hiseq3B_l7_034_N710-N503_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_035	294M4_GFP+_171224_l7	065	035	171224_Hiseq3B_l7_035_N711-N503_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_036	294M4_GFP+_171224_l7	066	036	171224_Hiseq3B_l7_036_N712-N503_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_037	294M4_GFP+_171224_l7	021	037	171224_Hiseq3B_l7_037_N701-N504_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_038	294M4_GFP+_171224_l7	020	038	171224_Hiseq3B_l7_038_N702-N504_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_039	294M4_GFP+_171224_l7	019	039	171224_Hiseq3B_l7_039_N703-N504_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_040	294M4_GFP+_171224_l7	067	040	171224_Hiseq3B_l7_040_N704-N504_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_041	294M4_GFP+_171224_l7	068	041	171224_Hiseq3B_l7_041_N705-N504_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_042	294M4_GFP+_171224_l7	069	042	171224_Hiseq3B_l7_042_N706-N504_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_043	294M4_GFP+_171224_l7	024	043	171224_Hiseq3B_l7_043_N707-N504_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_044	294M4_GFP+_171224_l7	023	044	171224_Hiseq3B_l7_044_N708-N504_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_045	294M4_GFP+_171224_l7	022	045	171224_Hiseq3B_l7_045_N709-N504_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_046	294M4_GFP+_171224_l7	070	046	171224_Hiseq3B_l7_046_N710-N504_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_047	294M4_GFP+_171224_l7	071	047	171224_Hiseq3B_l7_047_N711-N504_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_048	294M4_GFP+_171224_l7	072	048	171224_Hiseq3B_l7_048_N712-N504_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_049	294M4_GFP+_171224_l7	025	049	171224_Hiseq3B_l7_049_N701-N505_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_050	294M4_GFP+_171224_l7	026	050	171224_Hiseq3B_l7_050_N702-N505_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_051	294M4_GFP+_171224_l7	027	051	171224_Hiseq3B_l7_051_N703-N505_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_052	294M4_GFP+_171224_l7	075	052	171224_Hiseq3B_l7_052_N704-N505_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_053	294M4_GFP+_171224_l7	074	053	171224_Hiseq3B_l7_053_N705-N505_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_054	294M4_GFP+_171224_l7	073	054	171224_Hiseq3B_l7_054_N706-N505_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_055	294M4_GFP+_171224_l7	028	055	171224_Hiseq3B_l7_055_N707-N505_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_056	294M4_GFP+_171224_l7	029	056	171224_Hiseq3B_l7_056_N708-N505_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_057	294M4_GFP+_171224_l7	030	057	171224_Hiseq3B_l7_057_N709-N505_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_058	294M4_GFP+_171224_l7	078	058	171224_Hiseq3B_l7_058_N710-N505_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_059	294M4_GFP+_171224_l7	077	059	171224_Hiseq3B_l7_059_N711-N505_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_060	294M4_GFP+_171224_l7	076	060	171224_Hiseq3B_l7_060_N712-N505_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_061	294M4_GFP+_171224_l7	031	061	171224_Hiseq3B_l7_061_N701-N506_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_062	294M4_GFP+_171224_l7	032	062	171224_Hiseq3B_l7_062_N702-N506_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_063	294M4_GFP+_171224_l7	033	063	171224_Hiseq3B_l7_063_N703-N506_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_064	294M4_GFP+_171224_l7	081	064	171224_Hiseq3B_l7_064_N704-N506_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_065	294M4_GFP+_171224_l7	080	065	171224_Hiseq3B_l7_065_N705-N506_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_066	294M4_GFP+_171224_l7	079	066	171224_Hiseq3B_l7_066_N706-N506_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_067	294M4_GFP+_171224_l7	034	067	171224_Hiseq3B_l7_067_N707-N506_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_068	294M4_GFP+_171224_l7	035	068	171224_Hiseq3B_l7_068_N708-N506_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_069	294M4_GFP+_171224_l7	036	069	171224_Hiseq3B_l7_069_N709-N506_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_070	294M4_GFP+_171224_l7	084	070	171224_Hiseq3B_l7_070_N710-N506_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_071	294M4_GFP+_171224_l7	083	071	171224_Hiseq3B_l7_071_N711-N506_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_072	294M4_GFP+_171224_l7	082	072	171224_Hiseq3B_l7_072_N712-N506_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_073	294M4_GFP+_171224_l7	037	073	171224_Hiseq3B_l7_073_N701-N507_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_074	294M4_GFP+_171224_l7	038	074	171224_Hiseq3B_l7_074_N702-N507_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_075	294M4_GFP+_171224_l7	039	075	171224_Hiseq3B_l7_075_N703-N507_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_076	294M4_GFP+_171224_l7	087	076	171224_Hiseq3B_l7_076_N704-N507_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_077	294M4_GFP+_171224_l7	086	077	171224_Hiseq3B_l7_077_N705-N507_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_078	294M4_GFP+_171224_l7	085	078	171224_Hiseq3B_l7_078_N706-N507_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_079	294M4_GFP+_171224_l7	040	079	171224_Hiseq3B_l7_079_N707-N507_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_080	294M4_GFP+_171224_l7	041	080	171224_Hiseq3B_l7_080_N708-N507_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_081	294M4_GFP+_171224_l7	042	081	171224_Hiseq3B_l7_081_N709-N507_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_082	294M4_GFP+_171224_l7	090	082	171224_Hiseq3B_l7_082_N710-N507_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_083	294M4_GFP+_171224_l7	089	083	171224_Hiseq3B_l7_083_N711-N507_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_084	294M4_GFP+_171224_l7	088	084	171224_Hiseq3B_l7_084_N712-N507_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_085	294M4_GFP+_171224_l7	043	085	171224_Hiseq3B_l7_085_N701-N508_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_086	294M4_GFP+_171224_l7	044	086	171224_Hiseq3B_l7_086_N702-N508_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_087	294M4_GFP+_171224_l7	045	087	171224_Hiseq3B_l7_087_N703-N508_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_088	294M4_GFP+_171224_l7	093	088	171224_Hiseq3B_l7_088_N704-N508_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_089	294M4_GFP+_171224_l7	092	089	171224_Hiseq3B_l7_089_N705-N508_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_090	294M4_GFP+_171224_l7	091	090	171224_Hiseq3B_l7_090_N706-N508_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_091	294M4_GFP+_171224_l7	046	091	171224_Hiseq3B_l7_091_N707-N508_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_092	294M4_GFP+_171224_l7	047	092	171224_Hiseq3B_l7_092_N708-N508_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_093	294M4_GFP+_171224_l7	048	093	171224_Hiseq3B_l7_093_N709-N508_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_094	294M4_GFP+_171224_l7	096	094	171224_Hiseq3B_l7_094_N710-N508_Dr_Sato_294M4_GFP+	0	294M4	GFP+
294M4_GFP+_171224_l7_095	294M4_GFP+_171224_l7	095	095	171224_Hiseq3B_l7_095_N711-N508_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP+_171224_l7_096	294M4_GFP+_171224_l7	094	096	171224_Hiseq3B_l7_096_N712-N508_Dr_Sato_294M4_GFP+	1	294M4	GFP+
294M4_GFP-_171208_l8_001	294M4_GFP-_171208_l8	003	001	171208_Hiseq2B_l8_001_N701-N517_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_002	294M4_GFP-_171208_l8	002	002	171208_Hiseq2B_l8_002_N702-N517_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_003	294M4_GFP-_171208_l8	001	003	171208_Hiseq2B_l8_003_N703-N517_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_004	294M4_GFP-_171208_l8	049	004	171208_Hiseq2B_l8_004_N704-N517_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_005	294M4_GFP-_171208_l8	050	005	171208_Hiseq2B_l8_005_N705-N517_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_006	294M4_GFP-_171208_l8	051	006	171208_Hiseq2B_l8_006_N706-N517_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_007	294M4_GFP-_171208_l8	006	007	171208_Hiseq2B_l8_007_N707-N517_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_008	294M4_GFP-_171208_l8	005	008	171208_Hiseq2B_l8_008_N708-N517_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_009	294M4_GFP-_171208_l8	004	009	171208_Hiseq2B_l8_009_N709-N517_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_010	294M4_GFP-_171208_l8	052	010	171208_Hiseq2B_l8_010_N710-N517_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_011	294M4_GFP-_171208_l8	053	011	171208_Hiseq2B_l8_011_N711-N517_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_012	294M4_GFP-_171208_l8	054	012	171208_Hiseq2B_l8_012_N712-N517_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_013	294M4_GFP-_171208_l8	009	013	171208_Hiseq2B_l8_013_N701-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_014	294M4_GFP-_171208_l8	008	014	171208_Hiseq2B_l8_014_N702-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_015	294M4_GFP-_171208_l8	007	015	171208_Hiseq2B_l8_015_N703-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_016	294M4_GFP-_171208_l8	055	016	171208_Hiseq2B_l8_016_N704-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_017	294M4_GFP-_171208_l8	056	017	171208_Hiseq2B_l8_017_N705-N502_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_018	294M4_GFP-_171208_l8	057	018	171208_Hiseq2B_l8_018_N706-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_019	294M4_GFP-_171208_l8	012	019	171208_Hiseq2B_l8_019_N707-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_020	294M4_GFP-_171208_l8	011	020	171208_Hiseq2B_l8_020_N708-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_021	294M4_GFP-_171208_l8	010	021	171208_Hiseq2B_l8_021_N709-N502_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_022	294M4_GFP-_171208_l8	058	022	171208_Hiseq2B_l8_022_N710-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_023	294M4_GFP-_171208_l8	059	023	171208_Hiseq2B_l8_023_N711-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_024	294M4_GFP-_171208_l8	060	024	171208_Hiseq2B_l8_024_N712-N502_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_025	294M4_GFP-_171208_l8	015	025	171208_Hiseq2B_l8_025_N701-N503_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_026	294M4_GFP-_171208_l8	014	026	171208_Hiseq2B_l8_026_N702-N503_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_027	294M4_GFP-_171208_l8	013	027	171208_Hiseq2B_l8_027_N703-N503_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_028	294M4_GFP-_171208_l8	061	028	171208_Hiseq2B_l8_028_N704-N503_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_029	294M4_GFP-_171208_l8	062	029	171208_Hiseq2B_l8_029_N705-N503_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_030	294M4_GFP-_171208_l8	063	030	171208_Hiseq2B_l8_030_N706-N503_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_031	294M4_GFP-_171208_l8	018	031	171208_Hiseq2B_l8_031_N707-N503_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_032	294M4_GFP-_171208_l8	017	032	171208_Hiseq2B_l8_032_N708-N503_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_033	294M4_GFP-_171208_l8	016	033	171208_Hiseq2B_l8_033_N709-N503_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_034	294M4_GFP-_171208_l8	064	034	171208_Hiseq2B_l8_034_N710-N503_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_035	294M4_GFP-_171208_l8	065	035	171208_Hiseq2B_l8_035_N711-N503_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_036	294M4_GFP-_171208_l8	066	036	171208_Hiseq2B_l8_036_N712-N503_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_037	294M4_GFP-_171208_l8	021	037	171208_Hiseq2B_l8_037_N701-N504_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_038	294M4_GFP-_171208_l8	020	038	171208_Hiseq2B_l8_038_N702-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_039	294M4_GFP-_171208_l8	019	039	171208_Hiseq2B_l8_039_N703-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_040	294M4_GFP-_171208_l8	067	040	171208_Hiseq2B_l8_040_N704-N504_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_041	294M4_GFP-_171208_l8	068	041	171208_Hiseq2B_l8_041_N705-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_042	294M4_GFP-_171208_l8	069	042	171208_Hiseq2B_l8_042_N706-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_043	294M4_GFP-_171208_l8	024	043	171208_Hiseq2B_l8_043_N707-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_044	294M4_GFP-_171208_l8	023	044	171208_Hiseq2B_l8_044_N708-N504_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_045	294M4_GFP-_171208_l8	022	045	171208_Hiseq2B_l8_045_N709-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_046	294M4_GFP-_171208_l8	070	046	171208_Hiseq2B_l8_046_N710-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_047	294M4_GFP-_171208_l8	071	047	171208_Hiseq2B_l8_047_N711-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_048	294M4_GFP-_171208_l8	072	048	171208_Hiseq2B_l8_048_N712-N504_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_049	294M4_GFP-_171208_l8	025	049	171208_Hiseq2B_l8_049_N701-N505_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_050	294M4_GFP-_171208_l8	026	050	171208_Hiseq2B_l8_050_N702-N505_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_051	294M4_GFP-_171208_l8	027	051	171208_Hiseq2B_l8_051_N703-N505_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_052	294M4_GFP-_171208_l8	075	052	171208_Hiseq2B_l8_052_N704-N505_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_053	294M4_GFP-_171208_l8	074	053	171208_Hiseq2B_l8_053_N705-N505_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_054	294M4_GFP-_171208_l8	073	054	171208_Hiseq2B_l8_054_N706-N505_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_055	294M4_GFP-_171208_l8	028	055	171208_Hiseq2B_l8_055_N707-N505_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_056	294M4_GFP-_171208_l8	029	056	171208_Hiseq2B_l8_056_N708-N505_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_057	294M4_GFP-_171208_l8	030	057	171208_Hiseq2B_l8_057_N709-N505_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_058	294M4_GFP-_171208_l8	078	058	171208_Hiseq2B_l8_058_N710-N505_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_059	294M4_GFP-_171208_l8	077	059	171208_Hiseq2B_l8_059_N711-N505_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_060	294M4_GFP-_171208_l8	076	060	171208_Hiseq2B_l8_060_N712-N505_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_061	294M4_GFP-_171208_l8	031	061	171208_Hiseq2B_l8_061_N701-N506_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_062	294M4_GFP-_171208_l8	032	062	171208_Hiseq2B_l8_062_N702-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_063	294M4_GFP-_171208_l8	033	063	171208_Hiseq2B_l8_063_N703-N506_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_064	294M4_GFP-_171208_l8	081	064	171208_Hiseq2B_l8_064_N704-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_065	294M4_GFP-_171208_l8	080	065	171208_Hiseq2B_l8_065_N705-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_066	294M4_GFP-_171208_l8	079	066	171208_Hiseq2B_l8_066_N706-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_067	294M4_GFP-_171208_l8	034	067	171208_Hiseq2B_l8_067_N707-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_068	294M4_GFP-_171208_l8	035	068	171208_Hiseq2B_l8_068_N708-N506_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_069	294M4_GFP-_171208_l8	036	069	171208_Hiseq2B_l8_069_N709-N506_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_070	294M4_GFP-_171208_l8	084	070	171208_Hiseq2B_l8_070_N710-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_071	294M4_GFP-_171208_l8	083	071	171208_Hiseq2B_l8_071_N711-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_072	294M4_GFP-_171208_l8	082	072	171208_Hiseq2B_l8_072_N712-N506_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_073	294M4_GFP-_171208_l8	037	073	171208_Hiseq2B_l8_073_N701-N507_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_074	294M4_GFP-_171208_l8	038	074	171208_Hiseq2B_l8_074_N702-N507_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_075	294M4_GFP-_171208_l8	039	075	171208_Hiseq2B_l8_075_N703-N507_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_076	294M4_GFP-_171208_l8	087	076	171208_Hiseq2B_l8_076_N704-N507_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_077	294M4_GFP-_171208_l8	086	077	171208_Hiseq2B_l8_077_N705-N507_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_078	294M4_GFP-_171208_l8	085	078	171208_Hiseq2B_l8_078_N706-N507_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_079	294M4_GFP-_171208_l8	040	079	171208_Hiseq2B_l8_079_N707-N507_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_080	294M4_GFP-_171208_l8	041	080	171208_Hiseq2B_l8_080_N708-N507_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_081	294M4_GFP-_171208_l8	042	081	171208_Hiseq2B_l8_081_N709-N507_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_082	294M4_GFP-_171208_l8	090	082	171208_Hiseq2B_l8_082_N710-N507_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_083	294M4_GFP-_171208_l8	089	083	171208_Hiseq2B_l8_083_N711-N507_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_084	294M4_GFP-_171208_l8	088	084	171208_Hiseq2B_l8_084_N712-N507_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_085	294M4_GFP-_171208_l8	043	085	171208_Hiseq2B_l8_085_N701-N508_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_086	294M4_GFP-_171208_l8	044	086	171208_Hiseq2B_l8_086_N702-N508_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_087	294M4_GFP-_171208_l8	045	087	171208_Hiseq2B_l8_087_N703-N508_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_088	294M4_GFP-_171208_l8	093	088	171208_Hiseq2B_l8_088_N704-N508_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_089	294M4_GFP-_171208_l8	092	089	171208_Hiseq2B_l8_089_N705-N508_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_090	294M4_GFP-_171208_l8	091	090	171208_Hiseq2B_l8_090_N706-N508_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_091	294M4_GFP-_171208_l8	046	091	171208_Hiseq2B_l8_091_N707-N508_Dr_Sato_294M4_GFP-	1	294M4	GFP-
